valid_time,latitude,longitude,u10,v10,sst,number,expver,tp,mwd,mwp,swh,mdts,mdww,mpts,mpww,wmb,pp1d,shts,shww
2022-01-01 00:00:00,41.5,-9.0,-3.25,9.87,287.68,0,0001,0.0,226.22,8.39,2.78,249.8,173.59,10.15,4.94,117.0,11.75,2.26,1.62
2022-01-01 01:00:00,41.5,-9.0,-3.27,9.74,287.68,0,0001,0.0,227.1,8.5,2.81,248.79,172.58,10.13,4.94,117.0,11.74,2.32,1.58
2022-01-01 02:00:00,41.5,-9.0,-3.26,9.74,287.68,0,0001,0.0,228.4,8.65,2.85,248.56,172.81,10.23,4.94,117.0,11.79,2.39,1.56
2022-01-01 03:00:00,41.5,-9.0,-3.16,9.81,287.68,0,0001,0.0,229.91,8.83,2.92,249.76,175.52,10.46,5.05,117.0,11.88,2.44,1.6
2022-01-01 04:00:00,41.5,-9.0,-3.18,9.78,287.68,0,0001,0.0,231.41,9.04,3.02,250.1,175.3,10.65,5.04,117.0,12.03,2.55,1.62
2022-01-01 05:00:00,41.5,-9.0,-2.7,9.44,287.68,0,0001,0.0,233.5,9.29,3.11,249.87,174.6,10.78,4.94,117.0,12.23,2.69,1.57
2022-01-01 06:00:00,41.5,-9.0,-2.29,8.96,287.68,0,0001,0.0,236.13,9.58,3.21,250.13,174.7,10.92,4.91,117.0,12.47,2.83,1.51
2022-01-01 07:00:00,41.5,-9.0,-2.02,8.44,287.68,0,0001,0.0,238.8,9.88,3.28,249.86,173.14,11.0,4.75,117.0,12.74,2.98,1.38
2022-01-01 08:00:00,41.5,-9.0,-1.58,7.92,287.68,0,0001,0.0,241.1,10.15,3.35,250.2,172.8,11.11,4.65,117.0,12.93,3.09,1.29
2022-01-01 09:00:00,41.5,-9.0,-0.99,7.61,287.68,0,0001,0.0,242.91,10.37,3.41,250.62,173.1,11.22,4.55,117.0,13.01,3.18,1.22
2022-01-01 10:00:00,41.5,-9.0,-1.05,6.48,287.68,0,0001,0.0,245.22,10.63,3.42,247.73,174.31,10.96,3.55,117.0,13.05,3.34,0.72
2022-01-01 11:00:00,41.5,-9.0,-0.08,7.78,287.68,0,0001,0.0,246.38,10.76,3.44,251.11,183.41,11.36,4.39,117.0,13.06,3.29,1.0
2022-01-01 12:00:00,41.5,-9.0,0.67,8.98,287.68,0,0001,0.0,246.3,10.73,3.47,253.4,188.61,11.61,4.84,117.0,13.03,3.24,1.25
2022-01-01 13:00:00,41.5,-9.0,1.02,9.48,287.68,0,0001,0.0,245.54,10.61,3.5,254.26,187.88,11.66,4.95,117.0,12.98,3.21,1.39
2022-01-01 14:00:00,41.5,-9.0,-0.49,9.5,287.68,0,0001,0.0,244.65,10.48,3.51,254.34,186.09,11.62,4.94,117.0,12.9,3.2,1.46
2022-01-01 15:00:00,41.5,-9.0,-1.29,9.87,287.68,0,0001,0.0,243.83,10.35,3.51,254.23,185.21,11.56,4.94,117.0,12.8,3.17,1.5
2022-01-01 16:00:00,41.5,-9.0,-0.51,9.9,287.68,0,0001,0.0,243.48,10.26,3.48,254.3,189.25,11.53,5.03,117.0,12.7,3.12,1.53
2022-01-01 17:00:00,41.5,-9.0,1.69,9.62,287.68,0,0001,0.0,243.63,10.2,3.43,253.83,194.87,11.44,5.05,117.0,12.61,3.08,1.51
2022-01-01 18:00:00,41.5,-9.0,2.42,9.59,287.68,0,0001,0.0,243.78,10.13,3.38,253.93,197.63,11.39,5.08,117.0,12.52,3.03,1.51
2022-01-01 19:00:00,41.5,-9.0,2.13,9.78,287.68,0,0001,0.0,243.77,10.03,3.33,254.13,198.13,11.31,5.08,117.0,12.45,2.97,1.51
2022-01-01 20:00:00,41.5,-9.0,1.78,9.51,287.68,0,0001,0.0,243.66,9.93,3.29,254.26,198.56,11.23,5.06,117.0,12.37,2.92,1.51
2022-01-01 21:00:00,41.5,-9.0,1.86,9.21,287.68,0,0001,0.0,243.9,9.85,3.23,253.28,201.46,11.05,4.92,117.0,12.3,2.9,1.43
2022-01-01 22:00:00,41.5,-9.0,1.33,7.98,287.43,0,0001,0.0,245.19,9.91,3.14,249.91,197.29,10.55,4.09,117.0,12.24,2.98,0.99
2022-01-01 23:00:00,41.5,-9.0,1.16,7.62,287.43,0,0001,0.0,246.29,9.95,3.04,249.53,197.9,10.42,3.74,117.0,12.17,2.94,0.81
2022-01-02 00:00:00,41.5,-9.0,1.35,6.73,287.43,0,0001,0.0,247.49,10.01,2.95,248.72,201.98,10.23,3.02,117.0,12.11,2.91,0.51
2022-01-02 01:00:00,41.5,-9.0,1.42,5.98,287.43,0,0001,0.0,248.63,10.06,2.87,249.26,206.65,10.19,2.68,117.0,12.04,2.84,0.38
2022-01-02 02:00:00,41.5,-9.0,1.66,5.31,287.43,0,0001,0.0,249.68,10.1,2.79,249.98,213.9,10.17,2.46,117.0,11.96,2.77,0.28
2022-01-02 03:00:00,41.5,-9.0,2.14,4.4,287.43,0,0001,0.0,250.63,10.12,2.71,250.74,219.62,10.16,2.15,117.0,11.89,2.71,0.19
2022-01-02 04:00:00,41.5,-9.0,1.8,3.75,287.43,0,0001,0.0,251.49,10.12,2.65,251.52,218.13,10.14,1.78,117.0,11.8,2.64,0.11
2022-01-02 05:00:00,41.5,-9.0,1.47,3.51,287.43,0,0001,0.0,252.28,10.12,2.58,252.29,210.68,10.12,1.6,117.0,11.71,2.58,0.07
2022-01-02 06:00:00,41.5,-9.0,0.9,3.4,287.43,0,0001,0.0,253.02,10.1,2.52,253.02,203.43,10.1,1.52,117.0,11.58,2.52,0.05
2022-01-02 07:00:00,41.5,-9.0,0.14,3.48,287.43,0,0001,0.0,253.71,10.07,2.47,253.71,194.99,10.07,1.52,117.0,11.48,2.47,0.04
2022-01-02 08:00:00,41.5,-9.0,-0.52,3.55,287.43,0,0001,0.0,254.38,10.04,2.42,254.39,180.13,10.04,1.62,117.0,11.4,2.42,0.06
2022-01-02 09:00:00,41.5,-9.0,-0.76,3.6,287.43,0,0001,0.0,255.03,10.0,2.38,255.06,172.81,10.01,1.72,117.0,11.34,2.38,0.07
2022-01-02 10:00:00,41.5,-9.0,-1.9,3.66,287.43,0,0001,0.0,255.69,9.96,2.34,255.72,157.81,9.97,1.72,117.0,11.28,2.33,0.07
2022-01-02 11:00:00,41.5,-9.0,-1.53,4.18,287.43,0,0001,0.0,256.29,9.91,2.3,256.41,165.56,9.94,2.02,117.0,11.23,2.29,0.12
2022-01-02 12:00:00,41.5,-9.0,-0.7,4.65,287.43,0,0001,0.0,256.92,9.87,2.26,257.06,179.98,9.89,2.04,117.0,11.18,2.25,0.13
2022-01-02 13:00:00,41.5,-9.0,0.33,4.01,287.43,0,0001,0.0,257.57,9.82,2.22,257.65,186.85,9.84,1.89,117.0,11.14,2.22,0.1
2022-01-02 14:00:00,41.5,-9.0,0.39,3.88,287.43,0,0001,0.0,258.2,9.78,2.19,258.27,187.37,9.79,1.82,117.0,11.09,2.19,0.09
2022-01-02 15:00:00,41.5,-9.0,0.19,3.73,287.43,0,0001,0.0,258.88,9.74,2.16,258.88,35.3,9.74,3.86,117.0,11.05,2.16,0.0
2022-01-02 16:00:00,41.5,-9.0,0.04,2.96,287.43,0,0001,0.0,259.52,9.69,2.13,259.52,35.31,9.69,3.86,117.0,11.01,2.13,0.0
2022-01-02 17:00:00,41.5,-9.0,-0.51,3.34,287.43,0,0001,0.0,260.12,9.64,2.1,260.17,166.57,9.66,1.78,117.0,10.97,2.1,0.08
2022-01-02 18:00:00,41.5,-9.0,-0.17,3.66,287.43,0,0001,0.0,260.78,9.61,2.08,260.78,187.5,9.61,1.52,117.0,10.93,2.07,0.05
2022-01-02 19:00:00,41.5,-9.0,0.16,3.3,287.43,0,0001,0.0,261.46,9.57,2.05,261.47,195.0,9.57,1.52,117.0,10.89,2.05,0.04
2022-01-02 20:00:00,41.5,-9.0,-0.12,3.17,287.43,0,0001,0.0,262.16,9.53,2.03,262.19,180.6,9.54,1.68,117.0,10.84,2.03,0.07
2022-01-02 21:00:00,41.5,-9.0,-0.62,3.59,287.43,0,0001,0.0,262.83,9.49,2.01,263.0,177.62,9.52,2.05,117.0,10.8,2.01,0.13
2022-01-02 22:00:00,41.5,-9.0,-1.52,3.45,287.32,0,0001,0.0,263.61,9.46,2.0,263.76,159.5,9.49,2.0,117.0,10.75,1.99,0.12
2022-01-02 23:00:00,41.5,-9.0,-1.6,3.77,287.32,0,0001,0.0,264.46,9.43,1.98,264.72,164.41,9.47,2.12,117.0,10.71,1.98,0.15
2022-01-03 00:00:00,41.5,-9.0,-1.36,3.53,287.32,0,0001,0.0,265.46,9.42,1.97,265.74,166.23,9.46,2.13,117.0,10.66,1.97,0.15
2022-01-03 01:00:00,41.5,-9.0,-1.65,3.77,287.32,0,0001,0.0,266.48,9.4,1.97,266.88,167.63,9.46,2.2,117.0,10.6,1.96,0.18
2022-01-03 02:00:00,41.5,-9.0,-2.05,4.61,287.32,0,0001,0.0,267.45,9.38,1.97,268.16,169.7,9.48,2.37,117.0,10.54,1.96,0.23
2022-01-03 03:00:00,41.5,-9.0,-2.29,5.89,287.32,0,0001,0.0,268.23,9.33,1.98,269.6,171.4,9.51,2.59,117.0,10.49,1.95,0.32
2022-01-03 04:00:00,41.5,-9.0,-2.48,5.92,287.32,0,0001,0.0,268.67,9.25,2.0,271.03,171.8,9.54,2.77,117.0,10.47,1.96,0.41
2022-01-03 05:00:00,41.5,-9.0,-2.37,6.79,287.32,0,0001,0.0,268.73,9.14,2.03,272.47,175.5,9.57,2.95,117.0,10.46,1.96,0.52
2022-01-03 06:00:00,41.5,-9.0,-2.42,6.78,287.32,0,0001,0.0,268.2,9.0,2.07,273.8,177.42,9.6,3.13,117.0,10.46,1.97,0.63
2022-01-03 07:00:00,41.5,-9.0,-2.8,6.94,287.32,0,0001,0.0,267.16,8.84,2.11,275.14,179.84,9.62,3.37,117.0,10.48,1.98,0.75
2022-01-03 08:00:00,41.5,-9.0,-2.81,7.43,287.32,0,0001,0.0,265.73,8.68,2.17,276.63,184.26,9.66,3.63,117.0,10.52,1.98,0.88
2022-01-03 09:00:00,41.5,-9.0,-1.96,8.24,287.32,0,0001,0.0,264.19,8.53,2.22,277.84,188.59,9.69,3.85,117.0,10.56,1.99,0.99
2022-01-03 10:00:00,41.5,-9.0,-1.89,7.58,287.32,0,0001,0.0,264.71,8.54,2.24,276.3,183.79,9.51,3.76,117.0,10.62,2.04,0.92
2022-01-03 11:00:00,41.5,-9.0,-0.61,9.34,287.32,0,0001,0.0,264.61,8.52,2.27,278.4,188.84,9.62,4.0,117.0,10.74,2.03,1.0
2022-01-03 12:00:00,41.5,-9.0,0.36,9.71,287.32,0,0001,0.0,263.77,8.45,2.3,279.8,191.49,9.69,4.15,117.0,10.89,2.03,1.09
2022-01-03 13:00:00,41.5,-9.0,0.54,9.34,287.32,0,0001,0.0,262.7,8.38,2.34,280.76,193.38,9.74,4.24,117.0,11.04,2.03,1.17
2022-01-03 14:00:00,41.5,-9.0,0.5,9.51,287.32,0,0001,0.0,261.26,8.29,2.39,281.34,193.32,9.75,4.34,117.0,11.17,2.04,1.24
2022-01-03 15:00:00,41.5,-9.0,0.65,9.95,287.32,0,0001,0.0,258.77,8.16,2.45,283.5,196.64,9.9,4.54,117.0,11.28,2.01,1.39
2022-01-03 16:00:00,41.5,-9.0,0.42,10.05,287.32,0,0001,0.0,257.38,8.1,2.49,283.31,196.3,9.85,4.62,117.0,11.37,2.03,1.44
2022-01-03 17:00:00,41.5,-9.0,-0.05,10.09,287.32,0,0001,0.0,256.45,8.07,2.52,282.15,194.14,9.76,4.6,117.0,11.45,2.07,1.44
2022-01-03 18:00:00,41.5,-9.0,-0.57,10.22,287.32,0,0001,0.0,255.33,8.04,2.55,283.13,195.25,9.82,4.72,117.0,11.5,2.06,1.51
2022-01-03 19:00:00,41.5,-9.0,-0.62,10.36,287.32,0,0001,0.0,254.37,8.02,2.58,281.86,193.23,9.73,4.73,117.0,11.54,2.1,1.51
2022-01-03 20:00:00,41.5,-9.0,-0.45,10.45,287.32,0,0001,0.0,254.02,8.03,2.61,281.66,193.09,9.72,4.79,117.0,11.57,2.12,1.52
2022-01-03 21:00:00,41.5,-9.0,-0.48,10.59,287.32,0,0001,0.0,254.15,8.06,2.63,281.58,192.77,9.72,4.83,117.0,11.58,2.14,1.53
2022-01-03 22:00:00,41.5,-9.0,-1.64,11.19,287.45,0,0001,0.0,250.85,7.95,2.7,282.95,190.56,9.84,4.9,117.0,11.55,2.13,1.67
2022-01-03 23:00:00,41.5,-9.0,-1.86,11.36,287.45,0,0001,0.0,247.51,7.86,2.79,282.92,189.97,9.85,4.96,117.0,11.6,2.15,1.78
2022-01-04 00:00:00,41.5,-9.0,-1.63,11.68,287.45,0,0001,0.0,246.49,7.88,2.85,284.28,191.76,9.95,5.11,117.0,11.67,2.16,1.87
2022-01-04 01:00:00,41.5,-9.0,-0.81,11.7,287.45,0,0001,0.0,246.27,7.92,2.92,284.5,193.92,9.98,5.21,117.0,11.71,2.19,1.92
2022-01-04 02:00:00,41.5,-9.0,0.38,11.81,287.45,0,0001,0.0,246.51,7.96,2.98,286.17,197.82,10.09,5.39,117.0,11.73,2.21,2.01
2022-01-04 03:00:00,41.5,-9.0,1.42,12.09,287.45,0,0001,0.0,246.5,7.98,3.06,287.77,201.18,10.17,5.55,117.0,11.74,2.22,2.11
2022-01-04 04:00:00,41.5,-9.0,1.73,12.76,287.45,0,0001,0.0,246.95,8.02,3.13,287.52,202.37,10.15,5.64,117.0,11.76,2.27,2.16
2022-01-04 05:00:00,41.5,-9.0,2.41,12.87,287.45,0,0001,0.0,244.92,7.98,3.26,290.67,205.85,10.35,5.87,117.0,11.77,2.23,2.37
2022-01-04 06:00:00,41.5,-9.0,6.82,10.12,287.45,0,0001,0.0,249.39,8.13,3.25,249.85,247.66,8.71,4.91,117.0,11.78,3.0,1.27
2022-01-04 07:00:00,41.5,-9.0,8.83,-8.99,287.45,0,0001,0.0,262.82,8.22,3.24,233.95,307.66,7.99,8.64,117.0,11.78,2.61,1.93
2022-01-04 08:00:00,41.5,-9.0,6.23,-17.41,287.45,0,0001,0.0,279.0,8.05,3.32,249.13,319.29,8.67,7.04,117.0,11.8,2.31,2.39
2022-01-04 09:00:00,41.5,-9.0,2.03,-14.59,287.45,0,0001,0.0,290.27,7.95,3.35,265.04,326.86,9.24,5.7,117.0,11.84,2.67,2.02
2022-01-04 10:00:00,41.5,-9.0,2.37,-8.22,287.45,0,0001,0.0,293.68,8.09,3.22,273.51,330.81,9.34,5.41,117.0,11.88,2.66,1.81
2022-01-04 11:00:00,41.5,-9.0,3.96,-6.84,287.45,0,0001,0.0,295.17,8.23,3.1,280.05,335.69,9.25,5.13,117.0,11.9,2.69,1.54
2022-01-04 12:00:00,41.5,-9.0,3.18,-6.6,287.45,0,0001,0.0,295.42,8.39,2.97,284.71,337.11,9.2,4.86,117.0,11.92,2.68,1.28
2022-01-04 13:00:00,41.5,-9.0,4.08,-7.93,287.45,0,0001,0.0,296.09,8.45,2.88,284.72,333.81,9.37,5.04,117.0,11.93,2.56,1.32
2022-01-04 14:00:00,41.5,-9.0,3.4,-8.01,287.45,0,0001,0.0,296.42,8.53,2.8,290.24,336.25,9.14,4.25,117.0,11.93,2.62,0.99
2022-01-04 15:00:00,41.5,-9.0,3.94,-8.34,287.45,0,0001,0.0,297.02,8.54,2.75,288.28,328.63,9.43,4.91,117.0,11.92,2.46,1.22
2022-01-04 16:00:00,41.5,-9.0,5.58,-8.77,287.45,0,0001,0.0,298.54,8.44,2.75,287.13,325.08,9.64,5.29,117.0,11.91,2.34,1.44
2022-01-04 17:00:00,41.5,-9.0,5.32,-8.45,287.45,0,0001,0.0,300.22,8.31,2.77,288.53,324.42,9.62,5.27,117.0,11.9,2.32,1.52
2022-01-04 18:00:00,41.5,-9.0,4.59,-7.47,287.45,0,0001,0.0,300.85,8.31,2.76,292.23,326.65,9.36,4.85,117.0,11.87,2.41,1.33
2022-01-04 19:00:00,41.5,-9.0,5.48,-6.67,287.45,0,0001,0.0,300.97,8.35,2.73,295.19,322.96,9.25,4.62,117.0,11.84,2.45,1.21
2022-01-04 20:00:00,41.5,-9.0,5.28,-5.78,287.45,0,0001,0.0,301.03,8.4,2.7,296.77,321.42,9.15,4.47,117.0,9.29,2.48,1.09
2022-01-04 21:00:00,41.5,-9.0,5.64,-6.36,287.45,0,0001,0.0,301.59,8.38,2.7,294.99,322.73,9.38,4.95,117.0,9.33,2.38,1.28
2022-01-04 22:00:00,41.5,-9.0,4.3,-8.78,287.32,0,0001,0.0,303.59,8.25,2.74,293.52,328.34,9.42,5.21,117.0,9.35,2.33,1.45
2022-01-04 23:00:00,41.5,-9.0,2.57,-8.4,287.32,0,0001,0.0,304.92,8.23,2.74,297.63,337.03,9.06,4.51,117.0,9.36,2.48,1.18
2022-01-05 00:00:00,41.5,-9.0,1.88,-7.59,287.32,0,0001,0.0,305.38,8.3,2.71,300.43,342.05,8.88,4.08,117.0,9.38,2.54,0.94
2022-01-05 01:00:00,41.5,-9.0,1.22,-5.74,287.32,0,0001,0.0,305.46,8.41,2.65,303.66,341.36,8.68,3.23,117.0,9.42,2.59,0.59
2022-01-05 02:00:00,41.5,-9.0,2.35,-5.27,287.32,0,0001,0.0,305.37,8.54,2.6,304.63,333.3,8.69,2.91,117.0,9.47,2.56,0.43
2022-01-05 03:00:00,41.5,-9.0,3.14,-5.49,287.32,0,0001,0.0,305.48,8.62,2.55,304.68,327.67,8.82,3.18,117.0,9.53,2.5,0.48
2022-01-05 04:00:00,41.5,-9.0,3.34,-4.44,287.32,0,0001,0.0,305.63,8.68,2.5,305.41,314.78,8.83,2.88,117.0,9.61,2.47,0.39
2022-01-05 05:00:00,41.5,-9.0,3.78,-2.99,287.32,0,0001,0.0,305.78,8.75,2.46,305.83,301.91,8.84,2.64,117.0,9.75,2.44,0.3
2022-01-05 06:00:00,41.5,-9.0,4.71,-2.44,287.32,0,0001,0.0,305.84,8.77,2.42,306.2,291.97,8.92,2.95,117.0,10.05,2.39,0.38
2022-01-05 07:00:00,41.5,-9.0,5.68,-2.02,287.32,0,0001,0.0,305.62,8.73,2.39,306.78,284.24,9.01,3.4,117.0,10.33,2.33,0.54
2022-01-05 08:00:00,41.5,-9.0,6.56,-1.1,287.32,0,0001,0.0,304.91,8.61,2.39,307.66,277.57,9.1,3.78,117.0,10.54,2.27,0.72
2022-01-05 09:00:00,41.5,-9.0,6.59,0.16,287.32,0,0001,0.0,303.88,8.49,2.38,308.42,272.36,9.14,4.0,117.0,10.64,2.23,0.85
2022-01-05 10:00:00,41.5,-9.0,5.72,2.86,287.32,0,0001,0.0,303.56,8.5,2.35,305.1,245.39,8.68,2.86,117.0,10.66,2.31,0.41
2022-01-05 11:00:00,41.5,-9.0,7.88,3.64,287.32,0,0001,0.0,302.16,8.4,2.34,308.01,250.5,8.95,3.99,117.0,10.64,2.2,0.78
2022-01-05 12:00:00,41.5,-9.0,7.76,5.25,287.32,0,0001,0.0,299.73,8.23,2.35,309.35,248.75,9.03,4.39,117.0,10.51,2.14,0.98
2022-01-05 13:00:00,41.5,-9.0,7.7,-5.12,287.32,0,0001,0.0,298.38,8.06,2.39,303.22,280.2,8.94,4.46,117.0,10.3,2.15,1.06
2022-01-05 14:00:00,41.5,-9.0,2.91,-11.57,287.32,0,0001,0.0,301.22,7.92,2.45,293.72,321.77,8.76,5.37,117.0,10.04,2.13,1.22
2022-01-05 15:00:00,41.5,-9.0,3.06,-9.95,287.32,0,0001,0.0,304.51,7.8,2.52,295.01,327.41,8.81,5.14,117.0,9.81,2.14,1.32
2022-01-05 16:00:00,41.5,-9.0,3.27,-9.4,287.32,0,0001,0.0,306.52,7.74,2.57,295.98,328.77,8.89,5.14,117.0,9.64,2.14,1.42
2022-01-05 17:00:00,41.5,-9.0,3.23,-9.35,287.32,0,0001,0.0,308.27,7.7,2.64,295.37,328.27,9.03,5.47,117.0,9.51,2.09,1.61
2022-01-05 18:00:00,41.5,-9.0,2.78,-9.75,287.32,0,0001,0.0,310.03,7.69,2.7,296.16,332.62,9.0,5.41,117.0,9.43,2.15,1.63
2022-01-05 19:00:00,41.5,-9.0,2.16,-10.03,287.32,0,0001,0.0,311.76,7.72,2.75,297.62,336.33,9.01,5.36,117.0,9.39,2.21,1.64
2022-01-05 20:00:00,41.5,-9.0,1.46,-9.71,287.32,0,0001,0.0,313.34,7.79,2.79,298.98,340.14,9.03,5.38,117.0,9.4,2.27,1.63
2022-01-05 21:00:00,41.5,-9.0,1.08,-8.91,287.32,0,0001,0.0,314.27,7.92,2.81,303.36,346.32,8.94,4.91,117.0,9.44,2.43,1.41
2022-01-05 22:00:00,41.5,-9.0,0.71,-7.64,287.17,0,0001,0.0,314.08,8.15,2.79,307.67,350.58,8.82,4.35,117.0,9.51,2.57,1.08
2022-01-05 23:00:00,41.5,-9.0,0.02,-6.42,287.17,0,0001,0.0,313.75,8.4,2.76,311.03,354.47,8.74,3.54,117.0,9.62,2.67,0.71
2022-01-06 00:00:00,41.5,-9.0,0.14,-5.38,287.17,0,0001,0.0,313.31,8.66,2.74,311.86,351.28,8.87,3.25,117.0,9.72,2.69,0.54
2022-01-06 01:00:00,41.5,-9.0,0.89,-4.84,287.17,0,0001,0.0,312.97,8.88,2.73,311.98,346.09,9.06,3.19,117.0,9.79,2.69,0.47
2022-01-06 02:00:00,41.5,-9.0,1.51,-4.88,287.17,0,0001,0.0,312.68,9.07,2.72,311.81,343.16,9.24,3.19,117.0,9.87,2.68,0.46
2022-01-06 03:00:00,41.5,-9.0,0.94,-4.64,287.17,0,0001,0.0,312.31,9.24,2.71,311.71,346.95,9.35,2.85,117.0,9.94,2.69,0.36
2022-01-06 04:00:00,41.5,-9.0,0.5,-4.23,287.17,0,0001,0.0,311.73,9.41,2.7,311.46,346.68,9.47,2.44,117.0,10.01,2.69,0.25
2022-01-06 05:00:00,41.5,-9.0,0.23,-3.24,287.17,0,0001,0.0,311.01,9.57,2.69,310.87,345.55,9.61,2.26,117.0,10.08,2.68,0.19
2022-01-06 06:00:00,41.5,-9.0,0.13,-2.46,287.17,0,0001,0.0,310.2,9.71,2.68,310.16,345.29,9.73,1.91,117.0,10.16,2.67,0.12
2022-01-06 07:00:00,41.5,-9.0,0.16,-1.79,287.17,0,0001,0.0,309.34,9.84,2.66,309.33,348.52,9.85,1.63,117.0,10.25,2.66,0.07
2022-01-06 08:00:00,41.5,-9.0,0.2,-1.38,287.17,0,0001,0.0,308.45,9.97,2.65,308.44,343.95,9.97,1.62,117.0,10.36,2.65,0.07
2022-01-06 09:00:00,41.5,-9.0,0.6,-1.84,287.17,0,0001,0.0,307.56,10.08,2.64,307.55,336.23,10.08,1.62,117.0,10.5,2.64,0.08
2022-01-06 10:00:00,41.5,-9.0,0.75,-1.73,287.17,0,0001,0.0,306.7,10.18,2.62,306.7,35.31,10.18,3.86,117.0,11.74,2.62,0.0
2022-01-06 11:00:00,41.5,-9.0,0.79,-2.14,287.17,0,0001,0.0,305.87,10.29,2.61,305.86,335.84,10.29,1.63,117.0,11.98,2.61,0.08
2022-01-06 12:00:00,41.5,-9.0,0.94,-2.64,287.17,0,0001,0.0,305.14,10.39,2.6,305.12,351.38,10.39,1.7,117.0,12.13,2.6,0.08
2022-01-06 13:00:00,41.5,-9.0,0.73,-2.58,287.17,0,0001,0.0,304.45,10.49,2.58,304.45,35.31,10.49,3.86,117.0,12.23,2.58,0.0
2022-01-06 14:00:00,41.5,-9.0,0.97,-2.93,287.17,0,0001,0.0,303.81,10.59,2.57,303.81,35.31,10.59,3.86,117.0,12.29,2.57,0.0
2022-01-06 15:00:00,41.5,-9.0,1.29,-2.91,287.17,0,0001,0.0,303.25,10.69,2.55,303.25,35.31,10.69,3.86,117.0,12.33,2.55,0.0
2022-01-06 16:00:00,41.5,-9.0,1.85,-2.76,287.17,0,0001,0.0,302.76,10.79,2.53,302.76,35.3,10.79,3.86,117.0,12.36,2.53,0.0
2022-01-06 17:00:00,41.5,-9.0,2.02,-2.8,287.17,0,0001,0.0,302.34,10.88,2.52,302.34,35.31,10.88,3.86,117.0,12.37,2.52,0.0
2022-01-06 18:00:00,41.5,-9.0,1.9,-2.98,287.17,0,0001,0.0,301.99,10.98,2.5,301.99,35.32,10.98,3.86,117.0,12.38,2.5,0.0
2022-01-06 19:00:00,41.5,-9.0,1.91,-3.33,287.17,0,0001,0.0,301.71,11.08,2.49,301.7,336.27,11.08,1.52,117.0,12.38,2.49,0.05
2022-01-06 20:00:00,41.5,-9.0,1.94,-3.46,287.17,0,0001,0.0,301.48,11.19,2.47,301.48,337.5,11.19,1.52,117.0,12.39,2.47,0.03
2022-01-06 21:00:00,41.5,-9.0,1.75,-3.2,287.17,0,0001,0.0,301.34,11.33,2.47,301.35,35.31,11.33,3.86,117.0,12.39,2.47,0.0
2022-01-06 22:00:00,41.5,-9.0,-0.3,-2.02,287.18,0,0001,0.0,301.48,11.47,2.48,301.46,6.52,11.48,1.63,117.0,12.4,2.48,0.07
2022-01-06 23:00:00,41.5,-9.0,-0.63,-3.02,287.18,0,0001,0.0,302.04,11.58,2.52,301.86,11.33,11.62,2.2,117.0,12.42,2.52,0.16
2022-01-07 00:00:00,41.5,-9.0,-0.35,-7.02,287.18,0,0001,0.0,303.32,11.59,2.62,302.15,355.25,11.83,3.16,117.0,12.45,2.58,0.43
2022-01-07 01:00:00,41.5,-9.0,-0.06,-9.55,287.18,0,0001,0.0,305.72,11.42,2.79,301.41,346.7,12.28,4.27,117.0,12.49,2.64,0.91
2022-01-07 02:00:00,41.5,-9.0,-0.01,-9.75,287.18,0,0001,0.0,308.41,11.22,3.01,301.01,347.21,12.64,4.71,117.0,16.52,2.73,1.27
2022-01-07 03:00:00,41.5,-9.0,0.1,-9.56,287.18,0,0001,0.0,309.92,11.26,3.23,301.46,347.03,12.92,4.85,117.0,16.79,2.87,1.47
2022-01-07 04:00:00,41.5,-9.0,0.06,-9.88,287.18,0,0001,0.0,310.76,11.41,3.42,301.65,347.04,13.22,5.09,117.0,16.86,3.02,1.62
2022-01-07 05:00:00,41.5,-9.0,-0.65,-9.83,287.18,0,0001,0.0,311.66,11.55,3.63,302.18,350.59,13.36,5.15,117.0,16.82,3.2,1.7
2022-01-07 06:00:00,41.5,-9.0,-1.54,-8.87,287.18,0,0001,0.0,311.76,11.8,3.78,303.97,0.16,13.17,4.8,117.0,16.73,3.46,1.53
2022-01-07 07:00:00,41.5,-9.0,-1.82,-7.93,287.18,0,0001,0.0,310.94,12.17,3.89,305.45,6.95,13.12,4.47,117.0,16.63,3.67,1.29
2022-01-07 08:00:00,41.5,-9.0,-2.09,-8.08,287.18,0,0001,0.0,310.33,12.45,3.99,305.27,6.56,13.35,4.59,117.0,16.53,3.78,1.27
2022-01-07 09:00:00,41.5,-9.0,-2.69,-8.63,287.18,0,0001,0.0,310.28,12.61,4.09,304.88,5.47,13.58,4.76,117.0,16.44,3.86,1.36
2022-01-07 10:00:00,41.5,-9.0,-3.69,-8.25,287.18,0,0001,0.0,310.72,12.65,4.2,305.1,11.16,13.62,4.68,117.0,16.37,3.96,1.38
2022-01-07 11:00:00,41.5,-9.0,-3.6,-6.06,287.18,0,0001,0.0,310.17,12.82,4.25,306.67,25.58,13.41,4.09,117.0,16.31,4.11,1.07
2022-01-07 12:00:00,41.5,-9.0,-2.13,-6.46,287.18,0,0001,0.0,309.14,13.06,4.26,306.97,20.7,13.46,3.83,117.0,16.26,4.17,0.86
2022-01-07 13:00:00,41.5,-9.0,-1.85,-7.66,287.18,0,0001,0.0,308.54,13.22,4.28,306.34,15.05,13.62,4.02,117.0,16.22,4.19,0.88
