HourUTC;HourDK;CentralPowerMWhDK1;CommercialPowerMWhDK1;HydroPowerMWhDK1;LocalPowerMWhDK1;LocalPowerSelfConMWhDK1;OffshoreWindGe100MW_MWhDK1;OffshoreWindLt100MW_MWhDK1;OnshoreWindGe50kW_MWhDK1;OnshoreWindLt50kW_MWhDK1;SolarPowerGe10Lt40kW_MWhDK1;SolarPowerGe40kW_MWhDK1;SolarPowerLt10kW_MWhDK1;SolarPowerSelfConMWhDK1;UnknownProdMWhDK1;GrossConsumptionMWhDK1;PowerToHeatMWhDK1;GridLossTransmissionMWhDK1;DK1_EUR/MWh
2024-01-01 00:00:00;2024-01-01 01:00:00;207,753478;65,817957;4,297089;72,366501;16,297205;1016,547643;160,264305;1171,725780;4,763256;0,015406;0,109633;0,065358;0,000000;0,000000;2600,621879;607,189159;101,183576;28,139999
2024-01-01 01:00:00;2024-01-01 02:00:00;197,397973;72,703750;4,284147;76,079952;16,664432;978,556408;169,654225;1081,751834;4,152061;0,007610;0,143087;0,069184;0,000000;0,000002;2765,984289;815,654363;103,478340;26,660000
2024-01-01 02:00:00;2024-01-01 03:00:00;185,040506;62,624765;4,348457;48,156644;15,688786;975,579656;181,423108;1040,012819;4,147947;0,005733;0,154151;0,063852;0,000000;0,000001;2952,482372;1008,438223;109,501109;4,140000
2024-01-01 03:00:00;2024-01-01 04:00:00;183,982426;62,393425;4,376897;52,366440;8,269605;620,312896;165,446618;938,923677;3,656002;0,004915;0,123662;0,057894;0,000000;0,000002;2940,747997;1032,182207;103,940501;-0,030000
2024-01-01 04:00:00;2024-01-01 05:00:00;184,075461;62,966389;4,372125;49,061961;8,191070;605,544954;180,063979;933,508090;3,462188;0,007505;0,183062;0,062304;0,000000;0,000002;2958,059300;1065,343862;100,465063;-0,020000
2024-01-01 05:00:00;2024-01-01 06:00:00;187,070980;70,298551;4,360985;54,495557;7,980511;545,686284;178,025483;1013,799144;3,692090;0,009957;0,140350;0,083696;0,000000;0,000001;2943,865063;1036,266053;103,947825;-0,050000
2024-01-01 06:00:00;2024-01-01 07:00:00;195,830447;70,653883;4,346284;57,417623;8,467289;593,537037;165,307558;1080,904295;4,129905;0,009307;0,135390;0,100755;0,000000;0,000002;2924,453283;966,967634;103,100137;-0,020000
2024-01-01 07:00:00;2024-01-01 08:00:00;191,860326;71,224239;4,350671;51,137802;8,232643;540,096785;124,333762;1105,371851;4,475163;0,006178;0,161558;0,101008;0,000000;0,000003;2879,306016;845,751833;107,984438;0,000000
2024-01-01 08:00:00;2024-01-01 09:00:00;194,244690;73,628463;4,348017;54,189121;9,143452;874,085163;172,901263;1141,774093;4,977749;0,018086;7,518433;0,124646;0,383058;0,000003;2930,110629;797,670083;115,223863;0,080000
2024-01-01 09:00:00;2024-01-01 10:00:00;263,283207;76,620567;4,350659;88,701862;16,202431;842,083387;132,256724;1152,538401;5,038373;0,054691;20,498893;0,391699;5,082677;0,000002;2835,562151;617,821506;85,529880;41,340000
2024-01-01 10:00:00;2024-01-01 11:00:00;277,166642;78,325498;4,366762;99,764056;18,171072;748,994172;131,919352;1136,445861;5,001734;0,122438;32,936947;0,976815;6,578840;0,000001;2842,665934;550,791879;81,997769;43,509998
2024-01-01 11:00:00;2024-01-01 12:00:00;301,477438;80,360309;4,405723;99,965318;17,137977;622,171824;109,566507;1106,000337;5,073446;0,134779;45,618082;1,099866;11,343903;0,000000;2818,300698;488,225706;80,874897;43,020000
2024-01-01 12:00:00;2024-01-01 13:00:00;319,615772;80,200595;4,431506;98,052568;16,933322;501,544835;87,983436;1144,608163;5,274180;0,095699;44,386942;0,734960;10,801653;0,000002;2850,382854;492,527149;90,450090;44,290001
2024-01-01 13:00:00;2024-01-01 14:00:00;323,854967;81,194199;4,493674;103,753268;15,140881;467,140734;63,390612;1183,634785;5,339535;0,029338;20,059304;0,262389;8,652077;0,000027;2848,392842;480,504705;87,911429;46,240002
2024-01-01 14:00:00;2024-01-01 15:00:00;402,791542;81,682523;4,522221;126,915441;14,880055;456,480795;60,015349;1255,141019;5,557427;0,009891;4,796976;0,105528;0,789831;0,000000;2747,338790;367,013988;77,219891;50,610001
2024-01-01 15:00:00;2024-01-01 16:00:00;553,497766;82,886616;4,517478;130,947923;13,952324;506,897183;64,407923;1341,552884;5,704532;0,015410;0,222605;0,111535;0,000000;0,000001;2716,681219;246,473518;68,518068;59,470001
2024-01-01 16:00:00;2024-01-01 17:00:00;631,766208;86,181322;4,513601;133,318584;13,258609;518,603393;59,282115;1379,167172;5,962014;0,017075;0,207422;0,187655;0,000000;0,000006;2839,033292;228,446646;67,820741;64,989998
2024-01-01 17:00:00;2024-01-01 18:00:00;624,524051;85,793571;4,514143;128,312017;10,719241;535,898983;73,082640;1422,430412;6,129882;0,018642;0,176074;0,176830;0,000000;0,000004;2748,761260;232,873691;67,592265;61,740002
2024-01-01 18:00:00;2024-01-01 19:00:00;615,737608;80,736499;4,504684;137,650614;11,784861;601,492514;74,296975;1415,999307;6,296772;0,020572;0,189099;0,122392;0,000000;0,000001;2638,954081;271,075116;72,681570;61,270000
2024-01-01 19:00:00;2024-01-01 20:00:00;383,679397;80,895958;4,497970;133,243427;12,257913;672,056206;87,959708;1396,973514;6,598452;0,021182;0,164176;0,093150;0,000000;0,000002;2562,156002;304,921330;76,880130;59,970001
2024-01-01 20:00:00;2024-01-01 21:00:00;330,920024;79,919218;4,492156;102,343792;11,789727;761,803858;102,221619;1428,438378;6,747337;0,006060;0,159461;0,076760;0,000000;0,000002;2808,302226;620,522382;91,795531;54,919998
2024-01-01 21:00:00;2024-01-01 22:00:00;325,051210;79,074541;4,462146;101,727688;12,697474;829,626246;86,252925;1460,876341;6,677426;0,003888;0,230572;0,073953;0,000000;0,000000;2802,093659;715,008136;83,724086;47,650002
2024-01-01 22:00:00;2024-01-01 23:00:00;269,305406;78,089774;4,480808;101,564842;13,071457;820,610805;100,015868;1463,403023;6,744770;0,004418;0,179760;0,072412;0,000000;0,000000;2642,741790;628,147821;88,911679;35,549999
2024-01-01 23:00:00;2024-01-02 00:00:00;147,806300;66,369276;4,480879;96,320183;13,480767;741,690954;101,295155;1460,339796;7,005380;0,009012;0,126547;0,074708;0,000000;0,000000;2836,296023;814,552106;95,846382;30,590000
2024-01-02 00:00:00;2024-01-02 01:00:00;105,305421;64,367921;4,455925;99,177311;13,820362;632,718811;81,015166;1455,238595;6,832005;0,012427;0,121797;0,062729;0,000000;0,000000;2731,721649;718,033951;92,797262;20,070000
2024-01-02 01:00:00;2024-01-02 02:00:00;159,700474;63,735484;4,442612;91,279577;12,488381;606,699257;67,899366;1427,780149;6,674719;0,006059;0,127770;0,057060;0,000000;0,000001;2828,911466;866,385602;95,810914;31,030001
2024-01-02 02:00:00;2024-01-02 03:00:00;216,557858;60,378684;4,443542;59,821057;13,350224;591,464752;89,931213;1413,736449;6,598745;0,004194;0,098190;0,052687;0,000000;0,000002;2963,694778;983,345081;94,778750;18,389999
2024-01-02 03:00:00;2024-01-02 04:00:00;214,254395;60,195805;4,420905;51,095518;14,311414;705,095417;95,273896;1462,036953;6,676184;0,004405;0,061860;0,057209;0,000000;0,000002;2931,362086;923,730330;95,087571;11,080000
2024-01-02 04:00:00;2024-01-02 05:00:00;259,775382;63,521060;4,414977;54,711148;15,852213;825,556549;135,112507;1638,093460;7,568233;0,006998;0,088683;0,076489;0,000000;0,000003;2976,594551;894,382758;86,072367;13,780000
2024-01-02 05:00:00;2024-01-02 06:00:00;358,278199;79,596659;4,406520;97,392707;17,335058;991,858121;194,419387;1801,512468;8,654660;0,009227;0,120041;0,106427;0,000000;0,000003;3075,835938;729,894562;95,749313;47,630001
2024-01-02 06:00:00;2024-01-02 07:00:00;538,883153;81,362197;4,392049;164,218798;19,038511;1020,205510;213,829608;1962,542950;9,398035;0,008772;0,155132;0,123652;0,000000;0,000004;3155,224525;488,769577;85,130384;58,099998
2024-01-02 07:00:00;2024-01-02 08:00:00;564,651160;83,875533;4,139724;236,249861;20,491202;1024,197490;226,146217;2197,647143;10,215228;0,010090;0,263554;0,130362;0,000000;0,000003;3223,121745;341,535248;79,300242;65,669998
2024-01-02 08:00:00;2024-01-02 09:00:00;631,748342;85,642159;3,940713;228,965805;21,577093;1017,859080;228,643899;2470,845859;11,113181;0,027004;9,521696;0,176752;0,486273;0,000002;3276,657358;311,111134;78,636437;64,730003
2024-01-02 09:00:00;2024-01-02 10:00:00;619,076912;89,644548;3,939447;264,349927;34,339032;1016,900763;234,290141;2774,576486;11,880114;0,073028;34,367295;0,469065;6,321453;0,000003;3302,234562;232,864747;78,237196;68,980003
2024-01-02 10:00:00;2024-01-02 11:00:00;619,207081;100,358927;3,939695;273,178970;38,548662;1015,871622;237,108459;2879,941305;12,373893;0,126836;54,423616;1,018595;8,974287;0,000000;3283,561375;159,846479;87,279674;73,540001
2024-01-02 11:00:00;2024-01-02 12:00:00;630,304849;102,254509;3,957897;283,726339;42,151124;1011,591291;236,723029;2963,095693;12,485900;0,132891;59,171041;1,042286;11,206464;0,000002;3250,061467;149,175089;91,421503;78,160004
2024-01-02 12:00:00;2024-01-02 13:00:00;670,051342;92,420770;3,975055;281,244395;41,772745;1015,178118;237,996641;3045,726727;12,748527;0,090414;38,386662;0,674631;13,028554;0,000003;3310,304040;182,331070;94,671957;78,870003
2024-01-02 13:00:00;2024-01-02 14:00:00;659,566717;90,482563;4,016059;290,054859;39,552610;1033,150788;238,569697;3157,091642;13,008697;0,051078;22,824024;0,271020;3,969601;0,000001;3420,594422;301,565658;102,067840;79,239998
2024-01-02 14:00:00;2024-01-02 15:00:00;671,990295;90,373522;4,045638;306,950075;30,798397;1044,679636;239,515659;3254,020960;13,212101;0,029813;4,406105;0,164799;0,641516;0,000000;3360,568739;287,069954;95,434823;79,959999
2024-01-02 15:00:00;2024-01-02 16:00:00;674,067672;91,357785;4,082762;332,681525;39,418106;1057,029278;240,721962;3379,441027;13,319616;0,031871;0,634238;0,161844;0,000000;0,000003;3467,071765;286,458996;102,389752;81,459999
2024-01-02 16:00:00;2024-01-02 17:00:00;650,169576;88,741385;4,056910;327,562339;31,491666;1055,707190;239,586491;3436,652251;13,470072;0,041154;0,570668;0,242149;0,000000;0,000012;3618,611220;278,290297;105,680951;80,919998
2024-01-02 17:00:00;2024-01-02 18:00:00;653,993826;89,677488;4,055813;298,776364;24,804417;1049,595016;240,707002;3467,095288;13,696383;0,042156;0,548616;0,220159;0,000000;0,000007;3486,175663;273,792058;107,347405;74,949997
2024-01-02 18:00:00;2024-01-02 19:00:00;581,091108;90,738359;4,010564;153,982981;25,084610;1042,187211;239,742620;3485,888124;13,914191;0,051793;0,558597;0,167321;0,000000;0,000003;3838,805682;802,632950;110,172322;63,180000
2024-01-02 19:00:00;2024-01-02 20:00:00;609,025103;85,790937;3,989561;142,283514;24,776053;1040,517225;233,665143;3475,569069;14,016055;0,048991;0,567795;0,146355;0,000000;0,000003;3345,880104;472,101280;101,294921;57,110001
2024-01-02 20:00:00;2024-01-02 21:00:00;386,473858;81,308396;3,994143;80,205510;25,209786;1037,581319;231,950929;3402,093459;14,037506;0,031618;0,610178;0,139788;0,000000;0,000000;3765,876106;1001,625477;108,914925;46,889999
2024-01-02 21:00:00;2024-01-02 22:00:00;346,973941;80,531152;4,005756;72,381815;23,079735;1040,484780;225,617651;3433,132457;14,073875;0,026715;0,596914;0,140808;0,000000;0,000000;3472,444980;820,526622;107,634441;40,000000
2024-01-02 22:00:00;2024-01-02 23:00:00;256,524140;69,181095;4,009151;61,150889;23,705324;1011,678879;210,244351;3433,485101;14,035775;0,024506;0,586834;0,141826;0,000000;0,000000;3441,429325;877,577400;112,556268;21,809999
2024-01-02 23:00:00;2024-01-03 00:00:00;215,007803;63,315769;4,004368;47,666805;24,185049;1004,146563;209,486402;3400,749711;14,127591;0,029793;0,585152;0,141338;0,000000;0,000000;3598,545241;948,411786;112,713147;1,040000
2024-01-03 00:00:00;2024-01-03 01:00:00;201,808562;62,337155;3,995183;48,228504;24,195816;1026,159239;191,476120;3322,183880;14,175485;0,038829;0,580037;0,135064;0,000000;0,000000;3756,292084;1090,064466;120,054092;-0,010000
2024-01-03 01:00:00;2024-01-03 02:00:00;187,974632;62,800583;3,995410;65,252765;24,475060;967,944732;196,433569;3369,308020;14,106361;0,036991;0,553991;0,128001;0,000000;0,000006;3697,216364;1108,545867;112,075185;0,000000
2024-01-03 02:00:00;2024-01-03 03:00:00;179,670375;61,010334;3,996475;51,928609;24,243877;882,314231;194,792432;3252,400735;14,089406;0,041252;0,565193;0,135781;0,000000;0,000008;3615,300522;1097,207418;116,432768;-0,010000
2024-01-03 03:00:00;2024-01-03 04:00:00;169,646109;60,529439;3,993820;40,745729;15,637370;917,735315;186,297806;3005,360374;14,008032;0,041378;0,536052;0,132726;0,000000;0,000007;3750,455195;1272,453990;115,676053;0,000000
2024-01-03 04:00:00;2024-01-03 05:00:00;169,462801;61,595725;3,991689;39,980035;15,910042;922,315122;190,931849;2935,113712;13,930935;0,044421;0,554511;0,143883;0,000000;0,000007;3828,134583;1277,045378;111,254990;0,020000
2024-01-03 05:00:00;2024-01-03 06:00:00;197,368528;74,072010;3,996381;42,370384;24,523328;980,203569;193,921971;3161,355975;13,967332;0,044393;0,592306;0,168400;0,000000;0,000009;3802,444352;952,451586;114,310103;1,090000
2024-01-03 06:00:00;2024-01-03 07:00:00;271,880646;79,811781;4,251055;76,235144;24,113528;1002,204664;195,398323;3335,799385;14,055653;0,042052;0,912211;0,177110;0,056569;0,000007;3852,052949;690,931680;97,626670;40,590000
2024-01-03 07:00:00;2024-01-03 08:00:00;529,412838;77,611521;4,224840;103,426720;23,793744;1015,974835;195,626305;3334,229389;13,831822;0,042481;0,663915;0,176131;0,000000;0,000010;3780,547083;457,056268;106,939420;59,610001
2024-01-03 08:00:00;2024-01-03 09:00:00;529,841051;75,401382;4,292644;107,919590;24,789694;1034,293380;196,362183;3296,735252;13,544942;0,056762;12,643469;0,223939;0,646209;0,000011;3821,983739;479,952062;102,976098;60,610001
2024-01-03 09:00:00;2024-01-03 10:00:00;563,155627;75,875062;4,278336;126,062393;25,213632;1046,566357;201,944120;3282,981375;13,326827;0,095155;50,976176;0,541468;6,655086;0,000007;4010,785565;589,717099;105,840511;57,000000
2024-01-03 10:00:00;2024-01-03 11:00:00;564,035421;73,552930;4,267534;116,841130;26,124327;1047,558087;204,329190;3260,887100;13,171427;0,132245;78,208464;1,028778;12,588314;0,000002;3947,149187;494,639602;115,608233;54,889999
2024-01-03 11:00:00;2024-01-03 12:00:00;517,732668;71,206933;4,281134;122,013726;27,570508;1049,067235;207,937978;3261,443022;12,931413;0,145756;89,089070;1,156858;13,203167;0,000006;3963,030313;573,033422;113,527850;59,799999
2024-01-03 12:00:00;2024-01-03 13:00:00;521,870090;71,746506;4,353750;128,554005;27,193854;1040,337511;223,502888;3219,886713;12,690228;0,114686;60,624133;0,796516;13,371784;0,000004;3942,076813;559,416059;117,098975;58,860001
2024-01-03 13:00:00;2024-01-03 14:00:00;524,459975;74,216603;4,382288;133,386587;25,262287;1039,305563;229,929261;3184,207669;12,397352;0,066366;36,009636;0,396417;6,075844;0,000008;3851,158839;548,934792;103,016930;60,860001
2024-01-03 14:00:00;2024-01-03 15:00:00;599,256441;73,723585;4,404527;205,456663;23,841384;1036,528552;229,741055;3127,969645;12,074075;0,040785;10,972622;0,172228;2,271860;0,000007;3577,874948;340,801093;103,774454;67,180000
2024-01-03 15:00:00;2024-01-03 16:00:00;656,265582;76,503617;4,408835;295,492706;31,019298;1054,513554;227,361077;3093,221052;11,827246;0,045847;0,377468;0,162090;0,000000;0,000007;3672,929040;359,824195;107,258902;73,589996
2024-01-03 16:00:00;2024-01-03 17:00:00;697,458974;80,683822;4,402564;341,631154;38,619312;1061,339706;228,359150;3086,956607;11,640245;0,047570;0,327517;0,230635;0,000000;0,000007;3800,807857;326,761425;98,525188;82,279999
2024-01-03 17:00:00;2024-01-03 18:00:00;688,422337;80,825313;4,393392;343,621529;38,843020;1045,478957;230,407586;3075,028824;11,676080;0,036717;0,322573;0,209652;0,000000;0,000005;3596,599205;262,567751;97,101929;82,970001
2024-01-03 18:00:00;2024-01-03 19:00:00;689,443717;79,738916;4,393281;340,932380;38,515473;1037,466977;225,931393;3070,436170;11,785825;0,033569;0,398058;0,160399;0,000000;0,000013;3386,808423;234,940355;110,321888;79,029999
2024-01-03 19:00:00;2024-01-03 20:00:00;649,525623;78,187300;4,411157;309,379276;35,679521;1036,616511;224,878598;3032,034046;11,878656;0,030590;0,441680;0,136244;0,000000;0,000006;3222,328742;233,989848;99,565953;73,230003
2024-01-03 20:00:00;2024-01-03 21:00:00;653,948387;72,447263;4,211022;166,584774;23,718102;1035,666346;229,118360;2964,226002;11,790428;0,028303;0,348560;0,121759;0,000000;0,000000;3140,530462;289,906352;88,988222;67,410004
2024-01-03 21:00:00;2024-01-03 22:00:00;699,205315;70,813752;4,185508;132,056722;23,164900;1036,920492;230,379304;2959,172451;11,918834;0,025914;0,382191;0,117215;0,000000;0,000000;3236,839475;519,524720;87,419577;65,000000
2024-01-03 22:00:00;2024-01-03 23:00:00;712,589517;72,218110;4,184011;119,302039;23,077599;1035,598594;230,103871;3016,929826;12,076497;0,025684;0,419987;0,110627;0,000000;0,000000;3222,705564;613,315554;92,876157;58,119999
2024-01-03 23:00:00;2024-01-04 00:00:00;639,849631;66,106565;4,177492;87,249182;22,946394;1036,107452;227,738884;3018,935271;12,103919;0,031605;0,467644;0,109854;0,000000;0,000000;3288,709506;715,343144;87,043811;57,299999
2024-01-04 00:00:00;2024-01-04 01:00:00;585,602776;64,780824;4,173436;85,735566;22,941393;1020,388928;229,700460;3021,082848;12,044453;0,038628;0,508016;0,106630;0,000000;0,000000;3394,630955;828,383861;97,229293;50,459999
2024-01-04 01:00:00;2024-01-04 02:00:00;429,872247;64,131156;4,169788;72,181996;23,215285;975,448581;230,614189;2989,119297;11,966801;0,026364;0,535999;0,101155;0,000000;0,000004;3561,312664;998,405741;101,601724;40,000000
2024-01-04 02:00:00;2024-01-04 03:00:00;352,817312;64,316395;4,166139;68,076232;22,867529;994,592367;230,323586;2888,559564;11,741181;0,025105;0,514453;0,097632;0,000000;0,000008;3596,576221;1043,447563;102,416549;25,480000
2024-01-04 03:00:00;2024-01-04 04:00:00;384,031523;65,326430;4,158674;84,959406;22,831030;1036,777668;225,201879;2792,130947;11,405824;0,019799;0,481575;0,090418;0,000000;0,000007;3541,263557;1011,863084;100,804731;35,000000
2024-01-04 04:00:00;2024-01-04 05:00:00;615,427311;64,265367;4,153421;138,422402;25,002177;1046,466564;227,004028;2621,995034;10,779445;0,018807;0,419673;0,098102;0,000000;0,000008;3413,721737;841,671624;84,752995;57,730000
2024-01-04 05:00:00;2024-01-04 06:00:00;742,650606;71,435871;4,148034;280,121030;26,521154;1045,800570;230,071872;2451,368632;10,060209;0,022468;0,396465;0,110189;0,000000;0,000008;3246,294066;418,923423;68,591808;72,650002
2024-01-04 06:00:00;2024-01-04 07:00:00;875,524969;74,860073;4,149086;347,595748;31,283857;1057,914262;225,194358;2280,760740;9,513804;0,019772;0,332002;0,135220;0,000000;0,000007;3416,879515;269,717211;67,062477;85,019997
2024-01-04 07:00:00;2024-01-04 08:00:00;934,865808;77,870593;4,129553;403,235480;31,492189;1014,957340;210,750851;2064,740941;8,971266;0,012432;0,516161;0,136177;0,000000;0,000007;3509,831105;206,366127;58,879296;91,470001
2024-01-04 08:00:00;2024-01-04 09:00:00;1010,355595;79,215537;4,113578;393,940085;31,989436;1016,992385;189,407853;1842,700636;8,369579;0,027456;19,841714;0,168721;2,342747;0,000007;3543,727781;199,467892;64,231627;94,199997
2024-01-04 09:00:00;2024-01-04 10:00:00;1047,213375;79,810890;4,120894;416,805821;34,357188;910,266398;157,791398;1690,138088;7,826029;0,085861;71,570682;0,674646;6,717688;0,000007;3577,032559;189,909384;52,736112;91,610001
2024-01-04 10:00:00;2024-01-04 11:00:00;1092,547750;78,955584;4,157836;420,766648;34,993268;769,636873;121,602235;1569,986195;7,596816;0,156335;103,931820;1,603212;14,373260;0,000000;3586,599281;202,233998;52,024364;90,029999
2024-01-04 11:00:00;2024-01-04 12:00:00;1109,820647;75,150387;4,159906;369,022049;34,188675;607,762985;101,209716;1420,266659;7,007197;0,279873;126,845952;3,158495;21,332579;0,000013;3601,326789;260,409124;53,521433;86,300003
2024-01-04 12:00:00;2024-01-04 13:00:00;1208,419164;74,708372;4,153260;376,334650;32,629371;502,812230;92,481682;1164,189452;6,224555;0,302591;114,419331;3,724495;28,939150;0,000008;3600,546437;235,804970;54,372922;85,959999
2024-01-04 13:00:00;2024-01-04 14:00:00;1166,621815;74,397941;4,143880;406,854828;30,739362;445,327396;81,684672;934,313945;5,097942;0,158919;91,141544;1,946572;20,012274;0,000007;3471,678197;183,302534;39,573249;92,110001
2024-01-04 14:00:00;2024-01-04 15:00:00;1177,041423;77,992561;4,140893;464,733671;29,226164;453,201805;82,486132;788,899064;4,175518;0,030368;31,589227;0,300308;7,731196;0,000007;3357,752499;148,372220;42,452345;98,620003
2024-01-04 15:00:00;2024-01-04 16:00:00;1156,689094;89,656541;4,139969;498,693120;28,916383;479,764854;81,284147;669,614396;3,307011;0,006890;1,114291;0,093992;0,390346;0,000007;3453,928086;147,330033;57,840488;105,730003
2024-01-04 16:00:00;2024-01-04 17:00:00;1191,237643;88,444407;4,139721;555,983363;29,370528;523,036168;85,205255;648,760786;2,855638;0,013629;0,087552;0,190664;0,000000;0,000012;3632,553726;131,177349;61,426058;133,229996
2024-01-04 17:00:00;2024-01-04 18:00:00;1226,280920;89,804664;4,145383;532,693106;28,084284;543,802196;73,517822;641,449060;2,679220;0,012278;0,083175;0,175353;0,000000;0,000019;3508,223127;138,957841;56,485907;144,649994
2024-01-04 18:00:00;2024-01-04 19:00:00;1225,131908;85,683351;4,152817;497,307538;28,241014;531,197597;65,518877;617,030614;2,470977;0,008926;0,067383;0,122007;0,000000;0,000012;3304,277532;140,938303;54,892905;125,000000
2024-01-04 19:00:00;2024-01-04 20:00:00;1196,391107;81,707153;4,151418;502,411760;27,875395;532,596624;78,166138;576,647531;2,292001;0,007679;0,077213;0,083168;0,000000;0,000002;3190,475786;194,729935;49,229343;103,589996
2024-01-04 20:00:00;2024-01-04 21:00:00;1103,941926;78,913047;4,152017;447,514342;28,307331;514,031452;92,087160;600,767764;2,482863;0,007057;0,070335;0,064496;0,000000;0,000000;3055,471782;185,235887;47,766012;100,010002
2024-01-04 21:00:00;2024-01-04 22:00:00;959,881805;81,474021;4,156968;441,184729;29,920423;530,658593;91,990848;677,801130;2,755193;0,005464;0,057550;0,061954;0,000000;0,000000;2914,069744;180,192417;54,175522;94,860001
2024-01-04 22:00:00;2024-01-04 23:00:00;818,158089;78,913676;4,161876;401,035505;24,977767;564,857447;118,518242;671,743216;3,474258;0,005490;0,048705;0,049930;0,000000;0,000000;2804,739519;196,873261;60,057033;88,830002
2024-01-04 23:00:00;2024-01-05 00:00:00;708,158650;78,537260;4,156408;341,851676;24,695177;544,468297;134,318724;683,716865;3,654641;0,008458;0,057952;0,051085;0,000000;0,000001;2802,685062;231,525104;52,654906;86,080002
2024-01-05 00:00:00;2024-01-05 01:00:00;688,192300;78,747540;4,154693;306,348102;21,317888;667,038547;160,866912;715,653945;3,870990;0,017163;0,051086;0,048850;0,000000;0,000000;2849,692556;290,013096;67,151731;80,510002
2024-01-05 01:00:00;2024-01-05 02:00:00;701,732947;77,745401;4,154594;281,622055;20,318811;713,415504;149,032771;740,746969;4,296795;0,006805;0,105743;0,058317;0,000000;0,000007;3045,438582;487,494731;80,913051;77,010002
2024-01-05 02:00:00;2024-01-05 03:00:00;714,790633;78,809452;4,150833;275,077068;20,163096;609,665576;145,175255;948,949306;5,193269;0,001637;0,201615;0,057345;0,000000;0,000012;3073,633188;516,946629;72,625893;73,209999
2024-01-05 03:00:00;2024-01-05 04:00:00;698,359097;79,628260;4,148190;280,223826;23,244885;671,884105;183,161385;1114,584638;5,985254;0,005888;0,147645;0,066941;0,000000;0,000012;3060,611555;512,798706;68,001308;74,050003
2024-01-05 04:00:00;2024-01-05 05:00:00;708,587018;80,194878;4,146247;284,704064;23,117115;684,855182;196,711432;1190,590701;6,208362;0,006692;0,125756;0,082872;0,000000;0,000007;3128,917126;501,696952;67,366552;76,029999
2024-01-05 05:00:00;2024-01-05 06:00:00;732,473689;81,509896;4,140986;318,994841;24,276177;729,218454;204,395165;1244,456258;6,579442;0,010473;0,184742;0,103816;0,000000;0,000010;3224,210431;278,264558;77,121888;81,000000
2024-01-05 06:00:00;2024-01-05 07:00:00;747,345613;91,659043;4,135460;396,430122;29,283226;738,221337;209,516698;1362,662291;7,081403;0,009821;0,239669;0,118352;0,000000;0,000011;3506,439550;201,305970;70,761664;87,000000
2024-01-05 07:00:00;2024-01-05 08:00:00;706,292587;94,896030;4,130981;424,466949;29,844469;757,980782;207,482180;1525,126618;7,224333;0,010120;0,810075;0,124831;0,000000;0,000013;3656,607962;182,400254;74,754639;89,570000
2024-01-05 08:00:00;2024-01-05 09:00:00;742,414534;98,508051;4,129259;441,579616;35,127894;745,229513;209,318711;1632,130776;7,637985;0,028574;26,155790;0,233151;1,459189;0,000010;3681,291444;207,732016;71,217360;94,930000
2024-01-05 09:00:00;2024-01-05 10:00:00;793,742503;96,851028;4,130156;454,044562;37,643402;747,768330;213,402071;1824,493935;8,241231;0,135177;86,882445;1,298629;8,569020;0,000005;3777,575580;246,992553;70,912656;96,279999
2024-01-05 10:00:00;2024-01-05 11:00:00;818,753941;99,712310;4,172895;531,692432;38,677901;795,462740;211,496678;1932,379486;8,661659;0,304960;153,907551;3,479324;19,235136;0,000000;3732,703823;222,437747;78,262022;98,220001
2024-01-05 11:00:00;2024-01-05 12:00:00;863,195619;89,570057;4,260391;429,046370;39,481162;822,986749;212,928022;1943,821715;8,818603;0,333474;145,336658;4,161181;22,584394;0,000003;3562,302215;124,819013;83,014388;92,239998
2024-01-05 12:00:00;2024-01-05 13:00:00;829,600506;90,642147;4,221877;447,819555;38,626773;838,982104;216,652031;1982,889727;8,906831;0,245545;124,648794;3,098844;21,099121;0,000009;3479,017601;118,040322;79,620517;91,540001
2024-01-05 13:00:00;2024-01-05 14:00:00;855,634663;89,074856;4,275932;467,297972;36,236878;851,407427;216,791140;2014,968266;8,803710;0,113560;86,090716;1,189444;12,882319;0,000006;3393,979456;137,259301;79,088358;96,410004
2024-01-05 14:00:00;2024-01-05 15:00:00;934,975805;80,126287;4,276828;488,548804;36,369211;857,773233;224,632695;2040,263368;8,579958;0,028692;28,542754;0,203105;5,265082;0,000008;3332,650517;119,817362;78,943458;100,050003
2024-01-05 15:00:00;2024-01-05 16:00:00;1062,984125;79,173805;4,287187;501,286113;35,778728;886,388162;221,806240;2008,907632;8,208975;0,023116;0,590981;0,121264;0,000000;0,000008;3404,838055;86,085943;78,808991;102,970001
2024-01-05 16:00:00;2024-01-05 17:00:00;1103,243316;81,268746;4,286635;495,887498;35,767003;876,598154;217,609739;1928,941430;7,520088;0,034235;0,395239;0,185353;0,000000;0,000010;3766,302695;271,059050;78,701635;107,379997
2024-01-05 17:00:00;2024-01-05 18:00:00;1170,658177;82,724365;4,283293;503,840920;35,591595;894,602751;213,309756;1831,125725;6,688960;0,030707;0,371615;0,170120;0,000000;0,000013;3657,699840;262,190210;79,015913;108,449997
2024-01-05 18:00:00;2024-01-05 19:00:00;1060,308392;80,837590;4,296524;504,874508;35,333204;924,222366;215,456828;1730,026928;6,187587;0,022889;0,448272;0,124215;0,000000;0,000010;3515,161547;356,202338;75,814645;103,959999
