NominalCoverage,EmpiricalCoverage,IntervalArea
0.1,0.07471264367816093,50.72255618422713
0.2,0.16235632183908047,106.60171848425801
0.3,0.23132183908045978,135.80317111797305
0.4,0.35201149425287354,186.97666326126222
0.5,0.40948275862068967,226.95748204494808
0.6,0.6666666666666666,319.93211202999277
0.7,0.7931034482758621,397.5043109194893
0.8,0.8706896551724138,458.4824709163595
0.9,0.9224137931034483,537.6893730849582
0.95,0.9238505747126436,559.2531786491726
