MAE_median,RMSE_median,MeanPinball,CRPS_approx,Cov_80,Width_80,Cov_90,Width_90,Cov_95,Width_95,Model,Target,LeadTime,Fold,CrossingRate_before_fix,SelectedMinSamplesLeaf
0.07903361344537815,0.11118599250792335,0.02436137147166559,0.04872274294333118,0.8991596638655462,0.3200140056022409,0.9649859943977591,0.43309523809523803,0.9873949579831933,0.5374089635854342,QRF,swh,6h,6,,20.0
0.5127601541988347,0.6655301412167753,0.15028952277940533,0.30057904555881065,0.7983870967741935,1.583417026883319,0.9126344086021505,2.0793090534871848,0.9704301075268817,2.569884203436127,QR,swh,12h,1,0.002688172043010753,
0.5611290322580645,0.7123107181137912,0.16362525847808104,0.3272505169561621,0.8024193548387096,1.622822580645161,0.907258064516129,2.1078629032258065,0.9583333333333334,2.5068279569892473,QRF,swh,12h,1,,40.0
0.367022678320886,0.5176962532951478,0.11224115103191973,0.22448230206383946,0.7633928571428571,0.9946627592606809,0.8869047619047619,1.3417865207347588,0.9494047619047619,1.6627766324962872,QR,swh,12h,2,0.0,
0.3740178571428571,0.5346232540860189,0.11613584592490844,0.23227169184981689,0.8318452380952381,1.1060863095238094,0.9032738095238095,1.5045982142857144,0.9523809523809523,1.8444791666666667,QRF,swh,12h,2,,40.0
0.30673395133539555,0.3994547288744599,0.09097477809854462,0.18194955619708925,0.8024193548387096,0.9248489252679114,0.896505376344086,1.2273414212811615,0.9610215053763441,1.5064919513299508,QR,swh,12h,3,0.006720430107526882,
0.2979301075268817,0.39691552688685655,0.08961698717948718,0.17923397435897437,0.8360215053763441,0.9850672043010753,0.9206989247311828,1.3073387096774194,0.9690860215053764,1.6146505376344085,QRF,swh,12h,3,,20.0
0.2271098949597197,0.30050619873024453,0.06933430046538212,0.13866860093076425,0.7736111111111111,0.7115035551580541,0.8819444444444444,0.9382288861264332,0.9347222222222222,1.1398243854720367,QR,swh,12h,4,0.019444444444444445,
0.23545833333333338,0.30066615853615597,0.07079238782051284,0.14158477564102567,0.7833333333333333,0.7607777777777778,0.8875,1.0144444444444445,0.9458333333333333,1.2625416666666667,QRF,swh,12h,4,,20.0
0.2018547510158489,0.27900287641590954,0.06319613410520698,0.12639226821041397,0.7956989247311828,0.675627666528711,0.8709677419354839,0.8823484682482925,0.9448924731182796,1.080686888751678,QR,swh,12h,5,0.01478494623655914,
0.20806451612903226,0.26895006931574905,0.06395556761786601,0.12791113523573203,0.7862903225806451,0.7496370967741935,0.9018817204301075,0.9971908602150539,0.9690860215053764,1.2346639784946236,QRF,swh,12h,5,,40.0
0.1380414976973098,0.18994730683820277,0.04366004525889712,0.08732009051779424,0.844632768361582,0.5610537578164819,0.9152542372881356,0.7484545292794359,0.9378531073446328,0.9214646777654768,QR,swh,12h,6,0.05367231638418079,
0.1324858757062147,0.19187154365756462,0.043642302259887,0.087284604519774,0.8375706214689266,0.56795197740113,0.9322033898305084,0.7519209039548023,0.9689265536723164,0.9283474576271186,QRF,swh,12h,6,,40.0
