timestamp;alarm status;wind speed [m/s];reference power [kW];temperature [C];power [kW];P10 limit [kW]
2003-01-01 15:30:00;2.0;9.458329119024954;1128.5836870948556;-11.1;0.0;1001.0752429085454
2003-01-01 15:40:00;2.0;10.177984595472505;1321.719850150042;-11.1;0.0;1190.941107139632
2003-01-01 15:50:00;2.0;10.27948511397344;1350.2980932967223;-11.0;0.0;1220.1457227388423
2003-01-01 16:00:00;2.0;10.176690262833706;1321.3554209489837;-11.0;0.0;1190.5686904492354
2003-01-01 16:10:00;2.0;10.690664518532376;1468.049424524104;-11.0;0.0;1338.97409401767
2003-01-01 16:20:00;2.0;10.177984595472505;1321.719850150042;-11.1;0.0;1190.941107139632
2003-01-01 16:30:00;2.0;10.177984595472505;1321.719850150042;-11.1;0.0;1190.941107139632
2003-01-01 16:40:00;2.0;10.794832146713263;1498.452996359958;-11.1;0.0;1369.22831497433
2003-01-01 16:50:00;2.0;10.486408371092883;1408.558910502381;-11.1;0.0;1279.6834893627072
2003-01-01 17:00:00;2.0;10.69202422150647;1468.4462832005493;-11.1;0.0;1339.3690032128975
2003-01-01 17:10:00;2.0;10.587869667392642;1438.0465273135076;-11.0;0.0;1309.1185794600378
2003-01-01 17:20:00;2.0;11.101843923091314;1580.9289087090967;-11.0;0.0;1450.663546646933
2003-01-01 17:30:00;2.0;10.486408371092883;1408.558910502381;-11.1;0.0;1279.6834893627072
2003-01-01 17:40:00;2.0;10.896254220811844;1528.0552189452974;-11.0;0.0;1398.6851231329345
2003-01-01 17:50:00;2.0;10.587869667392642;1438.0465273135076;-11.0;0.0;1309.1185794600378
2003-01-01 18:00:00;2.0;10.997650858109278;1556.9806020440158;-10.9;0.0;1427.408765604732
2003-01-01 18:10:00;2.0;11.203214425550573;1604.2284620921;-10.9;0.0;1473.2883618324192
2003-01-01 18:20:00;2.0;10.687947186136356;1467.2563123821935;-10.8;0.0;1338.1848778652284
2003-01-01 18:30:00;2.0;10.174103571418263;1320.6271183027732;-10.8;0.0;1189.8244250052999
2003-01-01 18:40:00;2.0;10.070055542668758;1291.3316042654853;-10.7;0.0;1159.8868175096604
2003-01-01 18:50:00;2.0;9.659032867457789;1181.598528085204;-10.7;0.0;1052.1179750080337
2003-01-01 19:00:00;2.0;9.042498854641334;1010.5622823623581;-10.7;0.0;900.0353352598606
2003-01-01 19:10:00;2.0;9.042498854641334;1010.5622823623581;-10.7;0.0;900.0353352598606
2003-01-01 19:20:00;2.0;9.144093294998678;1039.396928589368;-10.6;0.0;924.7211115261496
2003-01-01 19:30:00;2.0;9.245662236527437;1068.224337710697;-10.5;0.0;949.4006919969277
2003-01-01 19:40:00;2.0;9.348391816933297;1097.381160639522;-10.5;0.0;974.3622886050584
2003-01-01 19:50:00;2.0;9.451121397339158;1126.537983568347;-10.5;0.0;999.3238852131891
2003-01-01 20:00:00;2.0;9.347205698565315;1097.0445152147936;-10.4;0.0;974.0740813709384
2003-01-01 20:10:00;2.0;9.141772606289155;1038.7382681576876;-10.4;0.0;924.157222379603
2003-01-01 20:20:00;2.0;9.141772606289155;1038.7382681576876;-10.4;0.0;924.157222379603
2003-01-01 20:30:00;2.0;9.244489152427235;1067.8913916862407;-10.4;0.0;949.1156518752707
2003-01-01 20:40:00;2.0;9.347205698565315;1097.0445152147936;-10.4;0.0;974.0740813709384
2003-01-01 20:50:00;2.0;9.141772606289155;1038.7382681576876;-10.4;0.0;924.157222379603
2003-01-01 21:00:00;2.0;9.244489152427235;1067.8913916862407;-10.4;0.0;949.1156518752707
2003-01-01 21:10:00;2.0;9.346020181944247;1096.708040578539;-10.3;0.0;973.7860203514113
2003-01-01 21:20:00;2.0;9.244489152427235;1067.8913916862407;-10.4;0.0;949.1156518752707
2003-01-01 21:30:00;2.0;9.756834255875862;1207.309476997928;-10.3;0.0;1077.0614329084376
2003-01-01 21:40:00;2.0;9.96224129284167;1261.3088109456858;-10.3;0.0;1129.4488464398444
2003-01-01 21:50:00;2.0;10.167648329807479;1318.8095959191626;-10.3;0.0;1187.967066514651
2003-01-01 22:00:00;2.0;10.578462403739094;1435.3008142617252;-10.3;0.0;1306.3863541214923
2003-01-01 22:10:00;2.0;10.373055366773286;1376.6435098059567;-10.3;0.0;1247.0685730345804
2003-01-01 22:20:00;2.0;10.167648329807479;1318.8095959191626;-10.3;0.0;1187.967066514651
2003-01-01 22:30:00;2.0;10.373055366773286;1376.6435098059567;-10.3;0.0;1247.0685730345804
2003-01-01 22:40:00;2.0;9.859537774358767;1234.309143971807;-10.3;0.0;1103.2551396741412
2003-01-01 22:50:00;2.0;10.270351848290382;1347.7265528625594;-10.3;0.0;1217.5178197746154
2003-01-01 23:00:00;2.0;10.579804252222281;1435.692461719423;-10.4;0.0;1306.7760776969415
2003-01-01 23:10:00;2.0;10.271654613808039;1348.093356404813;-10.4;0.0;1217.8926628465622
2003-01-01 23:20:00;2.0;10.47575888525619;1405.5604667493535;-10.3;0.0;1276.6193262945449
2003-01-01 23:30:00;2.0;10.16893806766996;1319.1727314259936;-10.4;0.0;1188.3381611558782
2003-01-01 23:40:00;2.0;9.859537774358767;1234.309143971807;-10.3;0.0;1103.2551396741412
2003-01-01 23:50:00;2.0;10.270351848290382;1347.7265528625594;-10.3;0.0;1217.5178197746154
2003-01-02 00:00:00;2.0;9.96224129284167;1261.3088109456858;-10.3;0.0;1129.4488464398444
2003-01-02 00:10:00;2.0;9.859537774358767;1234.309143971807;-10.3;0.0;1103.2551396741412
2003-01-02 00:20:00;2.0;9.346020181944247;1096.708040578539;-10.3;0.0;973.7860203514113
2003-01-02 00:30:00;2.0;9.244489152427235;1067.8913916862407;-10.4;0.0;949.1156518752707
2003-01-02 00:40:00;2.0;9.347205698565315;1097.0445152147936;-10.4;0.0;974.0740813709384
2003-01-02 00:50:00;2.0;8.937473495309856;981.0311020681265;-10.5;0.0;870.6712768021259
2003-01-02 01:00:00;2.0;8.937473495309856;981.0311020681265;-10.5;0.0;870.6712768021259
2003-01-02 01:10:00;2.0;9.040203075715718;1009.9106918530476;-10.5;0.0;899.4774987806667
2003-01-02 01:20:00;2.0;8.938608052414438;981.3458234899864;-10.6;0.0;871.0480496816291
2003-01-02 01:30:00;2.0;8.527637567245959;867.344320249322;-10.6;0.0;734.5696543126634
2003-01-02 01:40:00;2.0;8.116667082077479;745.5694637873736;-10.6;0.0;622.4565475743093
2003-01-02 01:50:00;2.0;8.323209173022136;807.3776577663718;-10.7;0.0;676.8968773703805
2003-01-02 02:00:00;2.0;8.631476179430365;896.1487193744653;-10.7;0.0;769.0532186553882
2003-01-02 02:10:00;2.0;8.93974318583859;981.6607047804985;-10.7;0.0;871.4250139499868
2003-01-02 02:20:00;2.0;8.734231848233106;924.6527145098095;-10.7;0.0;803.1771504202542
2003-01-02 02:30:00;2.0;9.042498854641334;1010.5622823623581;-10.7;0.0;900.0353352598606
2003-01-02 02:40:00;2.0;8.42703528137674;838.4478585952453;-10.8;0.0;704.2633456501167
2003-01-02 02:50:00;2.0;8.529804004320361;867.945280882923;-10.8;0.0;735.2891022201234
2003-01-02 03:00:00;2.0;8.42810626509309;838.7683529263801;-10.9;0.0;704.545635358997
2003-01-02 03:10:00;2.0;7.915203537759548;688.4382638274365;-11.0;0.0;570.1399470205911
2003-01-02 03:20:00;2.0;8.223588091178751;777.5658207562418;-11.0;0.0;650.6387692753653
2003-01-02 03:30:00;2.0;8.223588091178751;777.5658207562418;-11.0;0.0;650.6387692753653
2003-01-02 03:40:00;2.0;8.017998388899283;716.0426312675736;-11.0;0.0;596.4494699244192
2003-01-02 03:50:00;2.0;7.915203537759548;688.4382638274365;-11.0;0.0;570.1399470205911
2003-01-02 04:00:00;2.0;6.990049877501939;458.10971380987235;-11.0;0.0;347.0161568262204
2003-01-02 04:10:00;2.0;6.8872550263622045;438.5288149049393;-11.0;0.0;330.4076450083118
2003-01-02 04:20:00;2.0;7.914197346489854;688.197637140053;-10.9;0.0;569.8897748117245
2003-01-02 04:30:00;2.0;8.223588091178751;777.5658207562418;-11.0;0.0;650.6387692753653
2003-01-02 04:40:00;2.0;9.045946900296627;1011.5409104870396;-11.0;0.0;900.8731535824295
2003-01-02 04:50:00;2.0;8.121826091336645;747.1133091293648;-11.1;0.0;623.816358372222
2003-01-02 05:00:00;2.0;8.327441941750232;808.6443235070828;-11.1;0.0;678.0125498439869
2003-01-02 05:10:00;2.0;7.403112426797585;564.8444950708157;-11.2;0.0;443.67517473613077
2003-01-02 05:20:00;2.0;7.9172174564363065;688.9198845634182;-11.2;0.0;570.6406733725456
2003-01-02 05:30:00;2.0;8.122859468291795;747.4225495510395;-11.2;0.0;624.0887356972733
2003-01-02 05:40:00;2.0;8.224634016543439;777.8788163182238;-11.1;0.0;650.9144541081045
2003-01-02 05:50:00;2.0;8.327441941750232;808.6443235070828;-11.1;0.0;678.0125498439869
2003-01-02 06:00:00;2.0;9.045946900296627;1011.5409104870396;-11.0;0.0;900.8731535824295
2003-01-02 06:10:00;2.0;9.148741751436361;1040.7162586276143;-11.0;0.0;925.8506099042166
2003-01-02 06:20:00;2.0;9.252713268611368;1070.2255694214118;-11.1;0.0;951.1139766989065
2003-01-02 06:30:00;2.0;8.944289492990988;982.9218314751674;-11.1;0.0;872.9347883192077
2003-01-02 06:40:00;2.0;8.738673642577403;925.8848497862106;-11.1;0.0;804.6522173327116
2003-01-02 06:50:00;2.0;8.738673642577403;925.8848497862106;-11.1;0.0;804.6522173327116
2003-01-02 07:00:00;2.0;8.738673642577403;925.8848497862106;-11.1;0.0;804.6522173327116
2003-01-02 07:10:00;2.0;8.738673642577403;925.8848497862106;-11.1;0.0;804.6522173327116
2003-01-02 07:20:00;2.0;8.738673642577403;925.8848497862106;-11.1;0.0;804.6522173327116
2003-01-02 07:30:00;2.0;8.841481567784196;954.4033406306893;-11.1;0.0;838.7935028259599
2003-01-02 07:40:00;2.0;8.738673642577403;925.8848497862106;-11.1;0.0;804.6522173327116
2003-01-02 07:50:00;2.0;8.738673642577403;925.8848497862106;-11.1;0.0;804.6522173327116
2003-01-02 08:00:00;2.0;9.047097418197783;1011.8674517479686;-11.1;0.0;901.1527104892681
2003-01-02 08:10:00;2.0;8.841481567784196;954.4033406306893;-11.1;0.0;838.7935028259599
2003-01-02 08:20:00;2.0;8.841481567784196;954.4033406306893;-11.1;0.0;838.7935028259599
2003-01-02 08:30:00;2.0;8.945427515713748;983.2375142450956;-11.2;0.0;873.3127120891639
2003-01-02 08:40:00;2.0;9.253890533496982;1070.5597020409998;-11.2;0.0;951.4000326825825
2003-01-02 08:50:00;2.0;8.946566117840945;983.5533577394045;-11.3;0.0;873.6908282724219
2003-01-02 09:00:00;2.0;8.638063837915395;897.9761084382362;-11.3;0.0;771.2409014494629
2003-01-02 09:10:00;2.0;8.841481567784196;954.4033406306893;-11.1;0.0;838.7935028259599
2003-01-02 09:20:00;2.0;8.738673642577403;925.8848497862106;-11.1;0.0;804.6522173327116
2003-01-02 09:30:00;2.0;8.635865717370612;897.3663589417323;-11.1;0.0;770.5109318394639
